,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
762,Creative Planner,Interspace Vietnam,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Creative Planning, Creative Thinking, Creative Planner, Creative Strategy",https://glints.com/vn/opportunities/jobs/creative-planner/d803a642-c0ae-4deb-afcc-8b0e89e86947
763,Nhân Viên Marketing Google Ads,CÔNG TY CỔ PHẦN CEO THỦ ĐÔ HOLDING,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Marketing, Làm Việc Dưới Áp Lực, Youtube Ads, Quản Lý Công Việc, Instagram Ads, Facebook Ads, Google Ads, Tư Duy Chiến Lược, tiktok ads",https://glints.com/vn/opportunities/jobs/nhan-vien-marketing-google-ads/b7548583-4e52-4d44-9096-0c69d89068a4
764,[Vinhomes TP Hồ Chí Minh] Nhân viên Kinh Doanh BĐS,Bất Động Sản Queen Land,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,1 month ago,"Đam Mê Kinh Doanh, Chăm Chỉ, Trung Thực, Tin học văn phòng, Nhanh Nhẹn, Nhiệt Tình, Ngoại Hình Ưa Nhìn",https://glints.com/vn/opportunities/jobs/vinhomes-tp-ho-chi-minh-nhan-vien-kinh-doanh-bds/6a2d2589-914e-4802-a6ea-6e1927335f38
765,Fullstack Developer,Fetch Technology,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,9 hours ago,"Excellent Communication Skills, Project Management Skills, Problem-solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/8949a3b3-f6f9-4955-9aa0-60ce8596844e
766,Fullstack Developer,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,25 days ago,"Project Management Skills, Good Communication Skills, Problem-solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/0a63cf89-0889-4e31-9eef-b110d0d1fa70
767,Fullstack Developer,Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,25 days ago,25 days ago,"Strong Organizational Skills, Project Management Skills, Problem-solving Skills",https://glints.com/vn/opportunities/jobs/fullstack-developer/bf67e1e6-ea79-4344-b9c4-bf967d7fb545
768,Sales,Mcv Corporation,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,1 month ago,"Microsoft Office, Google Ads, Sales Marketing",https://glints.com/vn/opportunities/jobs/sales/e2d6f409-02ea-4c58-af70-d8e6d4cace6b
769,Mid/Senior Business Analyst,Silicon Stack Pty Ltd,"Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Product Management,5 days ago,5 days ago,"Business Analysis, Project Management, Business Analyst",https://glints.com/vn/opportunities/jobs/mid-senior-business-analyst/30eebb8a-557a-467f-ad49-d1fd6759207e
770,HCM - Backend Developer (Prefer Python),Fetch Technology,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,24 days ago,"Django, Python, Backend",https://glints.com/vn/opportunities/jobs/hcm-backend-developer-prefer-python/fc19ece1-2884-4f4a-928c-dae2fbe5e887
771,Brand Activation Supervisor,Marathon Education,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,7 days ago,7 days ago,"Brand Management, Branding and Identity, Brand Marketing, Brand Activation, Brand Development",https://glints.com/vn/opportunities/jobs/brand-activation-supervisor/c94dc6d3-07b0-4ee4-9a32-d588ba082500
772,Senior Java Developer,HR Department,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,2 months ago,"Java Web, Experience working with Git, Strong with Java Core, ORM, Experience with RDBMS, Web Application Development",https://glints.com/vn/opportunities/jobs/senior-java-developer/b3c5389f-338f-4af3-82af-2db735b3c654
773,Thực Tập Sinh Supply Planning,CJ Foods Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Thực Tập,Business Development / Sales,5 months ago,2 days ago,"Work Under Pressure, Adobe Creative Suite, Visual Basic, Data Visualization, Supply Chain Management, Customer Support, Logistics/supply Chain, Supply Management, Quality Assurance, Supply Chain, Demand & Supply Planning, Technical Support, Logistic Supply Chain, Supply Chain Optimization, Consulting, Management Supply Chain",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-supply-planning/76dc548e-74ae-467c-b736-5a2e9feb8ba6
774, Financial Planning - Analysis,Marathon Education,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Finance,1 month ago,1 month ago,"Corporate Finance, Financial Analysis, Financial Reporting, Financial Modeling",https://glints.com/vn/opportunities/jobs/financial-planning-analysis/a57ed879-8e08-4a66-9e12-3979933e44e1
775,Customer Success Specialist,Công Ty Cổ Phần Công Nghệ Haravan,"Quận 11, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,2 months ago,"Marketing, Facebook Ads, Sales, Google Ads, Sales Marketing",https://glints.com/vn/opportunities/jobs/customer-success-specialist/6c06e857-417e-457c-8884-f65bc685363c
776,Accountant Intern - Thực Tập Sinh Kế Toán,Alchemy Asia,"Ho Chi Minh City, Vietnam",,,Thực Tập,Finance,3 months ago,21 days ago,"Work Under Pressure, English, Teamwork, Microsoft Office, Multitasking",https://glints.com/vn/opportunities/jobs/accountant-intern-thuc-tap-sinh-ke-toan/ef0438ed-01b0-4305-a2a8-5b38c030cdfb
777,NHÂN VIÊN CHĂM SÓC KHÁCH HÀNG,Long Hoàng Investment ,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Teamwork, telesales, Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-cham-soc-khach-hang/30986cc8-24d4-41cc-bd34-2f46dbf52776
778,Digital Marketing - Performance Marketing Executive,ZOOMCAR VIETNAM MOBILITY LLC,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,2 days ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital Photography, Social Media Management, Digital Advertising, Data Analysis",https://glints.com/vn/opportunities/jobs/digital-marketing-performance-marketing-executive/910022be-bef1-4666-a2aa-8fba442f59ca
779,"Affiliate Account Management (KOLs, Teacher, Individual...) ","ELSA, Corp","Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Management, Event Organizer, Sales, Affiliate Management, B2c And B2b Sales",https://glints.com/vn/opportunities/jobs/affiliate-account-management-kols-teacher-individual/2bc9326e-f2a6-47f6-a0c5-bf580d27d7c3
780,C&B Specialist,Cj Cgv Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,2 months ago,2 months ago,"Mircosoft Office, Detailed Oriented, Analytical Skills, Project Management, Good Communication Skills, Strategic Planning, Organizational Leadership",https://glints.com/vn/opportunities/jobs/c-and-b-specialist/54eb3d58-5083-4d08-b24d-95e3bfbd52d0
781,Channel Activation Manager,CÔNG TY TNHH KIMBERLY CLARK VIỆT NAM,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,29 days ago,"Social Media Marketing, Multi-channel Marketing, Trade Marketing",https://glints.com/vn/opportunities/jobs/channel-activation-manager/ab5b9cc9-77c8-455e-a354-7d4ee5860bd4
782,ACCOUNT ASSOCIATES (BUSINESS DEVELOPMENT,Unios Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,3 months ago,"Marketing Communications, Project Planning, Social Media Marketing, Digital Marketing, Project Management, Account Management, Good Communication Skills, Lobby & Negotiation skill",https://glints.com/vn/opportunities/jobs/account-associates-business-development/9fa0d91a-dfdb-4911-bab2-7d70b61aa72d
783,DIGITAL MARKETING EXECUTIVE FULL-TIME,Younet Media,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,1 month ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital Photography, Digital Strategy, Digital And Ecommerce, Digital Media, Digital Advertising, Digital Imaging, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/digital-marketing-executive-full-time/8badd9f1-c358-46a1-a612-350ab23dceab
784,Planning Executive,National Housing Organization Jsc (N.H.O Jsc),"Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,2 days ago,2 days ago,"English, Microsoft Excel, Feasibility Studies",https://glints.com/vn/opportunities/jobs/planning-executive/c35d48ee-6100-4fcd-ba19-d7744c79155b
785,Business Development Manager,Beta Group,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,22 days ago,22 days ago,"Project Planning, Social Media Marketing, Market Research, Project Management, Good Communication Skills, Lobby & Negotiation skill",https://glints.com/vn/opportunities/jobs/business-development-manager/29fa10c8-46b5-456b-a60f-43d7765aa8ef
786,[HCM-Q2] Bất động sản Profiland  tuyển dụng Nhân viên Kinh doanh,Công ty TNHH Bất động sản Profiland,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,7 days ago,"Real Estate, Sales, Good Communication Skills",https://glints.com/vn/opportunities/jobs/hcm-q2-bat-dong-san-profiland-tuyen-dung-nhan-vien-kinh-doanh/8ff8f20c-6111-452b-86cb-039de1d11666
787,BUSINESS DEVELOPMENT,Innocom Technology & Enterprise Consulting,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Persuasion Skill, Good Communication Skills, Data Analysis",https://glints.com/vn/opportunities/jobs/business-development/541e182f-f428-4d1e-a417-41855a2baae6
788,Tổng đài viên CSKH (7 triệu - 10 triệu),Ismart.asia Technology,"Da Nang, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,7 months ago,2 days ago,"Giao Tiếp Tốt, Tiếng anh cơ bản, Microsoft Office, thuyết phục và đàm phán, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/tong-dai-vien-cskh-7-trieu-10-trieu/1915dca9-a747-4e4b-aaa6-76d1d1e22c61
789,Senior Android Engineer (Java/kotlin),Naver Vietnam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,15 days ago,15 days ago,"JavaScript, Design Patterns, Kotlin Android",https://glints.com/vn/opportunities/jobs/senior-android-engineer-java-kotlin/cb8b616d-ad99-4e70-8a57-e90b2d78a4fc
790,Senior iOS Engineer (Swift),Naver Vietnam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,15 days ago,15 days ago,"Distributed Systems, Ios Swift, Cleaning Service, Algorithms, Good Communication Skills, Data Structures and Algorithms",https://glints.com/vn/opportunities/jobs/senior-ios-engineer-swift/95788b8b-bf5c-480a-a42a-bedbab7b64c4
791,Associate Recruitment Consultant,Glints Vietnam,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,1 month ago,1 month ago,"Target Oriented, Sales Mindset, Recruitment & Selection, Human Resources, Recruitment, Can Do Attitude, Recruiting, Headhunting, Consulting",https://glints.com/vn/opportunities/jobs/associate-recruitment-consultant/6b18b335-dc9b-4371-aee4-5244d41738e7
792,Accountant,Annam Group,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,3 months ago,3 months ago,"	Experience in trading, retail n, 	Professional appearance and fri, 	1-3 years of experience as an a, 	Degree qualified in Accounting , 	Good personal grooming and atti, 	High level of ethics and confid, 	Attention to detail and high le",https://glints.com/vn/opportunities/jobs/accountant/9c60a6b8-50a7-40fa-a9dd-28fbe89737a8
793,Backend Developer,Trustpay,"Cần Thơ, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,3 months ago,"Node.js, Blockchain, Big Data, English, Golang",https://glints.com/vn/opportunities/jobs/backend-developer/36dcda43-1182-4c1b-b40b-8ad2fd786e82
794,Chuyên Viên Tư Vấn (Customer Success Executive),Zenyum Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Telesales, Telemarketing, Sales",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-customer-success-executive/5cd7acfd-c188-431d-aa02-aee8e59a7608
795,Marketing Assistant Intern,Công Ty TNHH Myvina,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Marketing,1 month ago,14 days ago,"Social Media Marketing, Content Writing, English Translation, Canva Design, Personal Assistant",https://glints.com/vn/opportunities/jobs/marketing-assistant-intern/9fe004af-0457-409d-8537-c3b130c54e5e
796,NHÂN VIÊN TƯ VẤN ,Manpowergroup Việt Nam,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 days ago,2 days ago,"Negotiation Skill, Communication, Computer",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van/cb9795a1-446c-4b10-be6d-cf9038adfa71
797,Nhân Viên Trực Page Chốt Đơn (Ngành Thương Mại),Gco Group,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,21 days ago,10 days ago,"Trực Page, Kỹ Năng Chốt Đơn, Quản Lý Fanpage",https://glints.com/vn/opportunities/jobs/nhan-vien-truc-page-chot-don-nganh-thuong-mai/01e3203e-3499-4cd1-969a-fdc4b41ab6c9
798,Fullstack Developer,DIGI-TEXX,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,1 month ago,"Node.js, JavaScript, ReactJS, Python Programming, Restful Api",https://glints.com/vn/opportunities/jobs/fullstack-developer/10ae8ba5-fe93-45e4-b7fd-819dfadd8dfb
799,Accountant Part time/ Intern,Monsieurluxe Brand,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Finance,3 months ago,3 hours ago,"	Analytical skills and can think, 	Loves figures, Multi task, Resp, 	Good at computing skills Micros",https://glints.com/vn/opportunities/jobs/accountant-part-time-intern/2512c559-6ba1-43bc-aa25-63f05619c158
800,Receivable Accountant,Magna Management Asia (mma),"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,3 months ago,1 month ago,"Accounts Receivable, Finance Accounting, Good Communication Skills",https://glints.com/vn/opportunities/jobs/receivable-accountant/6c2b5040-5056-4918-ae07-0fd7c849299b
801,Payable Accountant,Magna Management Asia (mma),"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,3 months ago,10 days ago,"Accounting, Account Payable, Good Communication Skills",https://glints.com/vn/opportunities/jobs/payable-accountant/96ceb0b4-6016-440b-9dad-234e6131ef9c
802,Sales Assistant,Mcv Corporation,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,28 days ago,"Sales Operations, Multitasking, Good Communication Skills",https://glints.com/vn/opportunities/jobs/sales-assistant/1604e788-fdb6-4a92-ad6f-990162fa001d
803,NHÂN VIÊN HCNS KIÊM TRỢ LÝ GIÁM ĐỐC ,Công ty Cổ phần Học viện Đào tạo Quốc tế TAKI,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,1 month ago,22 days ago,"Trợ Lý Kinh Doanh, Human Resources (HR), Trợ lý",https://glints.com/vn/opportunities/jobs/nhan-vien-hcns-kiem-tro-ly-giam-doc/5843ae43-c364-4b82-af7c-9d431caf561b
804,Branded Content Writer [CV in English],Công ty TNHH Xin Chào Bác Sĩ,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,14 days ago,"Content Writing, Content Creation, Content Writer",https://glints.com/vn/opportunities/jobs/branded-content-writer-cv-in-english/2bdaebd9-ebe9-47bf-a502-8a42214f3085
805,Sale Admin,Công Ty Cổ Phần Truyền Thông Medihub,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,10 days ago,"Sắp xếp và lập kế hoạch, Kỹ năng giao tiếp, Sắp Xếp Công Việc, Quản Lý Công Việc, Kỹ năng làm việc nhóm, xử lý tình huống., Điều Phối Công Việc",https://glints.com/vn/opportunities/jobs/sale-admin/879d635e-2863-497c-8af7-ae6588045b77
806,Trưởng nhóm kinh doanh,Apero,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,28 days ago,"Sales Management, Sales, B2b Sales",https://glints.com/vn/opportunities/jobs/truong-nhom-kinh-doanh/660b078f-83a9-4439-9059-59befc316f1d
807,CHUYÊN VIÊN QUẢN LÝ ĐỐI TÁC (E-COMMERCE),FPT Telecom,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,9 days ago,9 days ago,"Marketing, Tin học văn phòng, Good Communication Skills",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-ly-doi-tac-e-commerce/71ece7c5-a0fa-4022-bdf5-725e2978e058
808,"Chuyên viên Kinh doanh BĐS dự án Vinhomes, Ecopark",Bất Động Sản Queen Land,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,1 month ago,"Đam Mê Kinh Doanh, Chăm Chỉ, Trung Thực, Nhanh Nhẹn, Nhiệt Tình, Ngoại Hình Ưa Nhìn",https://glints.com/vn/opportunities/jobs/chuyen-vien-kinh-doanh-bds-du-an-vinhomes-ecopark/8be58629-cb2f-4215-8b60-557170bb49a0
809,Thực tập sinh KD Tư Vấn Cho Thuê [Cầu Giấy],Công ty Cổ phần Odin Land Miền Bắc,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Consulting,22 days ago,22 days ago,"Kỹ năng giao tiếp, Nhanh nhen, cham chi, trung thuc, Thanh thao tin hoc van phong.",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kd-tu-van-cho-thue-cau-giay/d0ace64c-453d-44cd-8370-83b5cd720fa0
810,Pandora Vietnam - Fresher Accountant,Norbreeze Group,"Quận 3, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Finance,22 days ago,20 days ago,"A fresh graduate student, Accountant, FRESH GRADUATE, Accounting, Fresh Graduate, Tax Accounting, Fresher",https://glints.com/vn/opportunities/jobs/pandora-vietnam-fresher-accountant/ead46655-f09c-4c3b-ab7c-ed14f6bf8961
